,datetime,id_producto,id_sucursal,unidades_vendidas,precio_producto,venta_total
5472,19/01/2024 05:00,34,6,8,46.93,375.44
5473,25/01/2024 05:00,54,3,9,19.97,179.73
5474,19/01/2024 23:00,112,2,5,36.07,180.35
5475,20/02/2024 10:00,168,6,7,26.7,186.9
5476,21/03/2024 06:00,157,4,16,25.77,412.32
5477,03/03/2024 20:00,153,5,3,31.84,95.52
5478,28/03/2024 11:00,30,4,14,16.07,224.98
5479,10/03/2024 14:00,18,4,10,38.92,389.2
5480,12/01/2024 14:00,152,5,3,9.87,29.61
5481,27/01/2024 08:00,71,4,12,45.9,550.8
5482,13/01/2024 23:00,197,3,1,45.09,45.09
5483,14/02/2024 13:00,165,4,8,26.5,212.0
5484,26/02/2024 01:00,52,2,6,16.96,101.76
5485,10/01/2024 06:00,93,3,14,9.41,131.74
5486,29/02/2024 22:00,170,4,10,23.39,233.9
5487,20/01/2024 21:00,182,6,2,22.32,44.64
5488,03/02/2024 01:00,156,5,5,20.16,100.8
5489,11/01/2024 10:00,123,1,10,18.99,189.9
5490,28/02/2024 05:00,12,1,2,24.54,49.08
5491,22/03/2024 11:00,49,6,16,45.69,731.04
5492,14/03/2024 19:00,26,5,12,44.75,537.0
5493,02/03/2024 22:00,135,4,13,44.62,580.06
5494,27/03/2024 18:00,189,1,19,18.82,357.58
5495,03/02/2024 18:00,67,2,7,8.2,57.4
5496,10/02/2024 01:00,181,4,3,39.78,119.34
5497,02/02/2024 21:00,17,1,11,7.95,87.45
5498,06/01/2024 07:00,116,1,14,45.0,630.0
5499,04/02/2024 13:00,102,6,18,5.44,97.92
5500,27/03/2024 15:00,178,2,19,5.4,102.6
5501,04/01/2024 06:00,178,2,2,5.4,10.8
5502,30/03/2024 10:00,8,4,10,8.83,88.3
5503,16/03/2024 11:00,145,3,8,10.82,86.56
5504,15/01/2024 17:00,80,4,14,28.01,392.14
5505,25/02/2024 00:00,114,6,17,10.17,172.89
5506,05/03/2024 06:00,177,3,13,44.6,579.8
5507,20/01/2024 21:00,109,2,19,15.15,287.85
5508,12/03/2024 18:00,148,4,10,19.7,197.0
5509,19/03/2024 05:00,34,4,9,46.93,422.37
5510,14/02/2024 02:00,23,5,16,48.48,775.68
5511,30/03/2024 10:00,21,1,14,25.27,353.78
5512,27/03/2024 15:00,22,5,19,39.15,743.85
5513,08/03/2024 04:00,12,1,5,24.54,122.7
5514,05/02/2024 11:00,186,1,1,8.87,8.87
5515,03/03/2024 15:00,196,6,12,44.61,535.32
5516,02/02/2024 22:00,87,5,16,33.11,529.76
5517,01/03/2024 02:00,98,3,18,42.93,772.74
5518,22/03/2024 23:00,158,3,16,12.76,204.16
5519,17/01/2024 16:00,26,4,6,44.75,268.5
5520,21/01/2024 11:00,195,1,3,12.33,36.99
5521,10/02/2024 06:00,10,4,7,30.02,210.14
5522,07/03/2024 01:00,24,3,4,48.39,193.56
5523,04/01/2024 11:00,164,3,12,13.29,159.48
5524,13/02/2024 08:00,186,5,1,8.87,8.87
5525,04/03/2024 13:00,120,5,5,38.52,192.6
5526,18/01/2024 10:00,178,5,3,5.4,16.2
5527,01/01/2024 03:00,135,4,13,44.62,580.06
5528,12/02/2024 12:00,171,6,7,36.98,258.86
5529,06/01/2024 09:00,122,1,10,14.02,140.2
5530,25/01/2024 17:00,15,5,3,17.16,51.48
5531,24/02/2024 03:00,12,1,6,24.54,147.24
5532,08/03/2024 20:00,141,6,17,27.72,471.24
5533,26/03/2024 16:00,16,6,4,23.36,93.44
5534,11/01/2024 13:00,125,3,14,28.47,398.58
5535,07/02/2024 09:00,192,3,4,48.28,193.12
5536,29/03/2024 22:00,177,2,8,44.6,356.8
5537,07/03/2024 15:00,47,4,3,12.5,37.5
5538,20/01/2024 16:00,76,5,2,20.63,41.26
5539,29/02/2024 14:00,150,3,12,27.78,333.36
5540,05/01/2024 17:00,33,4,4,15.75,63.0
5541,07/03/2024 17:00,52,6,16,16.96,271.36
5542,28/02/2024 14:00,138,5,14,22.37,313.18
5543,22/01/2024 05:00,152,6,16,9.87,157.92
5544,07/03/2024 11:00,143,4,17,24.46,415.82
5545,06/01/2024 14:00,72,5,18,41.41,745.38
5546,17/02/2024 19:00,102,2,18,5.44,97.92
5547,22/01/2024 21:00,16,4,17,23.36,397.12
5548,21/02/2024 09:00,31,3,15,36.99,554.85
5549,28/01/2024 17:00,127,6,12,17.76,213.12
5550,01/03/2024 22:00,188,5,9,48.08,432.72
5551,14/03/2024 08:00,89,5,17,45.14,767.38
5552,02/03/2024 12:00,179,5,17,13.33,226.61
5553,08/02/2024 18:00,158,2,13,12.76,165.88
5554,17/01/2024 09:00,63,1,12,15.08,180.96
5555,14/03/2024 05:00,179,1,15,13.33,199.95
5556,01/02/2024 07:00,39,4,14,11.03,154.42
5557,13/03/2024 13:00,2,3,11,28.76,316.36
5558,19/03/2024 08:00,48,5,3,19.86,59.58
5559,19/02/2024 23:00,98,2,5,42.93,214.65
5560,25/02/2024 03:00,77,1,5,29.35,146.75
5561,02/01/2024 11:00,81,2,3,30.14,90.42
5562,11/03/2024 15:00,28,6,12,11.75,141.0
5563,08/02/2024 22:00,40,2,15,49.17,737.55
5564,30/03/2024 20:00,98,1,3,42.93,128.79
5565,13/01/2024 15:00,20,1,8,40.44,323.52
5566,26/02/2024 19:00,3,3,5,43.83,219.15
5567,08/01/2024 19:00,179,1,1,13.33,13.33
5568,23/03/2024 17:00,86,4,2,8.37,16.74
5569,30/01/2024 20:00,93,6,12,9.41,112.92
5570,19/03/2024 02:00,96,4,15,41.18,617.7
5571,10/01/2024 05:00,170,4,4,23.39,93.56
5572,15/03/2024 23:00,91,5,2,5.72,11.44
5573,19/03/2024 23:00,108,6,5,32.44,162.2
5574,08/01/2024 11:00,165,2,10,26.5,265.0
5575,15/01/2024 02:00,180,3,9,48.14,433.26
5576,09/01/2024 11:00,50,1,15,48.88,733.2
5577,28/03/2024 20:00,153,1,13,31.84,413.92
5578,01/03/2024 08:00,178,1,17,5.4,91.8
5579,29/01/2024 20:00,199,4,1,27.61,27.61
5580,28/01/2024 14:00,189,1,1,18.82,18.82
5581,17/01/2024 00:00,82,1,14,24.33,340.62
5582,21/01/2024 14:00,6,3,18,18.54,333.72
5583,21/02/2024 03:00,173,5,9,31.1,279.9
5584,13/03/2024 06:00,58,1,14,24.73,346.22
5585,01/03/2024 14:00,111,4,2,9.66,19.32
5586,04/02/2024 20:00,189,2,8,18.82,150.56
5587,07/01/2024 17:00,4,5,19,16.27,309.13
5588,08/02/2024 07:00,53,3,1,40.96,40.96
5589,14/01/2024 07:00,48,4,14,19.86,278.04
5590,11/03/2024 02:00,67,3,18,8.2,147.6
5591,12/02/2024 06:00,58,5,9,24.73,222.57
5592,13/02/2024 10:00,138,3,7,22.37,156.59
5593,03/01/2024 22:00,139,6,11,23.73,261.03
5594,13/03/2024 03:00,75,5,2,23.32,46.64
5595,26/02/2024 13:00,68,2,14,15.56,217.84
5596,28/01/2024 22:00,139,1,4,23.73,94.92
5597,20/01/2024 12:00,112,2,3,36.07,108.21
5598,01/03/2024 16:00,123,6,18,18.99,341.82
5599,19/03/2024 00:00,43,2,8,34.11,272.88
5600,15/01/2024 02:00,151,4,2,47.0,94.0
5601,02/03/2024 04:00,42,5,14,38.36,537.04
5602,10/02/2024 23:00,142,6,3,45.45,136.35
5603,11/01/2024 18:00,4,2,5,16.27,81.35
5604,16/03/2024 17:00,193,1,15,22.67,340.05
5605,18/01/2024 19:00,63,6,14,15.08,211.12
5606,02/01/2024 04:00,176,6,12,38.18,458.16
5607,14/02/2024 03:00,77,6,12,29.35,352.2
5608,06/02/2024 15:00,60,3,14,40.88,572.32
5609,23/02/2024 04:00,127,6,11,17.76,195.36
5610,01/03/2024 10:00,15,3,17,17.16,291.72
5611,08/02/2024 03:00,14,4,6,39.8,238.8
5612,15/03/2024 14:00,4,4,18,16.27,292.86
5613,16/02/2024 20:00,85,5,17,22.39,380.63
5614,07/01/2024 03:00,127,3,13,17.76,230.88
5615,09/01/2024 00:00,187,6,9,7.18,64.62
5616,11/03/2024 15:00,188,1,13,48.08,625.04
5617,01/01/2024 23:00,188,3,3,48.08,144.24
5618,15/02/2024 22:00,195,4,12,12.33,147.96
5619,06/03/2024 09:00,44,5,12,26.6,319.2
5620,05/01/2024 15:00,70,1,4,10.27,41.08
5621,07/01/2024 11:00,3,6,6,43.83,262.98
5622,07/03/2024 19:00,69,3,5,13.84,69.2
5623,13/01/2024 03:00,27,1,7,41.84,292.88
5624,24/03/2024 12:00,189,1,16,18.82,301.12
5625,22/02/2024 16:00,43,4,14,34.11,477.54
5626,08/02/2024 18:00,117,3,19,48.53,922.07
5627,08/02/2024 23:00,30,2,8,16.07,128.56
5628,09/02/2024 03:00,180,2,13,48.14,625.82
5629,16/02/2024 17:00,10,6,10,30.02,300.2
5630,23/03/2024 03:00,54,5,5,19.97,99.85
5631,17/02/2024 16:00,90,3,3,39.4,118.2
5632,22/02/2024 08:00,157,3,5,25.77,128.85
5633,22/03/2024 23:00,54,4,1,19.97,19.97
5634,22/02/2024 15:00,103,2,9,34.36,309.24
5635,07/02/2024 22:00,83,5,5,31.63,158.15
5636,02/03/2024 02:00,20,4,5,40.44,202.2
5637,23/02/2024 16:00,75,6,9,23.32,209.88
5638,13/03/2024 16:00,31,5,10,36.99,369.9
5639,13/02/2024 07:00,56,3,19,42.76,812.44
5640,25/01/2024 16:00,2,5,9,28.76,258.84
5641,15/01/2024 19:00,90,2,16,39.4,630.4
5642,28/01/2024 22:00,83,2,1,31.63,31.63
5643,06/03/2024 10:00,44,2,5,26.6,133.0
5644,05/02/2024 17:00,46,5,14,12.43,174.02
5645,26/02/2024 19:00,13,2,2,48.12,96.24
5646,26/03/2024 09:00,77,5,17,29.35,498.95
5647,11/02/2024 16:00,171,5,14,36.98,517.72
5648,14/02/2024 21:00,35,6,6,17.52,105.12
5649,18/01/2024 13:00,178,5,5,5.4,27.0
5650,10/03/2024 11:00,104,6,12,43.73,524.76
5651,24/01/2024 16:00,6,3,18,18.54,333.72
5652,19/03/2024 18:00,103,4,16,34.36,549.76
5653,14/02/2024 08:00,55,4,11,6.32,69.52
5654,06/02/2024 14:00,37,1,2,16.49,32.98
5655,10/03/2024 13:00,130,3,13,6.49,84.37
5656,16/02/2024 15:00,159,5,10,40.44,404.4
5657,15/03/2024 19:00,16,5,17,23.36,397.12
5658,10/01/2024 14:00,88,6,3,39.83,119.49
5659,23/02/2024 19:00,28,5,14,11.75,164.5
5660,26/03/2024 13:00,39,3,2,11.03,22.06
5661,28/01/2024 14:00,98,2,1,42.93,42.93
5662,16/01/2024 11:00,200,5,8,43.58,348.64
5663,23/03/2024 06:00,199,1,10,27.61,276.1
5664,26/03/2024 15:00,122,3,11,14.02,154.22
5665,25/02/2024 20:00,30,5,15,16.07,241.05
5666,02/03/2024 02:00,191,5,18,37.99,683.82
5667,18/02/2024 02:00,143,3,1,24.46,24.46
5668,15/02/2024 12:00,35,4,8,17.52,140.16
5669,21/01/2024 09:00,78,2,18,7.01,126.18
5670,14/01/2024 14:00,159,5,9,40.44,363.96
5671,25/01/2024 00:00,49,4,7,45.69,319.83
5672,01/02/2024 23:00,192,3,7,48.28,337.96
5673,30/01/2024 20:00,160,4,6,41.32,247.92
5674,05/02/2024 14:00,111,1,3,9.66,28.98
5675,18/03/2024 01:00,2,4,15,28.76,431.4
5676,21/01/2024 12:00,48,1,17,19.86,337.62
5677,30/03/2024 17:00,166,5,13,13.19,171.47
5678,26/01/2024 08:00,200,1,5,43.58,217.9
5679,07/01/2024 12:00,14,4,2,39.8,79.6
5680,10/02/2024 21:00,105,3,18,40.5,729.0
5681,22/01/2024 06:00,141,1,7,27.72,194.04
5682,31/01/2024 05:00,177,5,6,44.6,267.6
5683,24/01/2024 22:00,24,4,16,48.39,774.24
5684,03/03/2024 11:00,197,4,16,45.09,721.44
5685,26/01/2024 00:00,93,4,2,9.41,18.82
5686,09/03/2024 02:00,178,5,19,5.4,102.6
5687,15/02/2024 10:00,18,3,14,38.92,544.88
5688,02/02/2024 21:00,119,1,16,47.16,754.56
5689,02/02/2024 13:00,193,2,16,22.67,362.72
5690,13/01/2024 17:00,40,5,13,49.17,639.21
5691,22/01/2024 00:00,179,4,18,13.33,239.94
5692,20/03/2024 18:00,100,6,7,39.91,279.37
5693,03/01/2024 23:00,90,6,3,39.4,118.2
5694,16/03/2024 20:00,53,3,7,40.96,286.72
5695,16/02/2024 08:00,91,2,11,5.72,62.92
5696,05/02/2024 02:00,71,4,16,45.9,734.4
5697,08/01/2024 02:00,73,5,13,41.28,536.64
5698,22/02/2024 19:00,134,3,5,39.38,196.9
5699,22/01/2024 22:00,147,3,18,25.1,451.8
5700,07/03/2024 16:00,75,4,10,23.32,233.2
5701,05/01/2024 06:00,51,1,13,41.37,537.81
5702,25/02/2024 06:00,18,1,13,38.92,505.96
5703,10/02/2024 13:00,174,4,13,31.37,407.81
5704,01/01/2024 00:00,186,1,3,8.87,26.61
5705,19/03/2024 08:00,49,1,18,45.69,822.42
5706,01/01/2024 04:00,114,5,7,10.17,71.19
5707,23/03/2024 14:00,177,5,12,44.6,535.2
5708,26/02/2024 02:00,92,1,12,27.3,327.6
5709,21/02/2024 10:00,117,1,2,48.53,97.06
5710,18/02/2024 15:00,26,6,2,44.75,89.5
5711,29/01/2024 20:00,4,5,11,16.27,178.97
5712,01/03/2024 07:00,51,1,12,41.37,496.44
5713,17/03/2024 01:00,198,1,2,38.55,77.1
5714,23/01/2024 07:00,17,2,12,7.95,95.4
5715,21/01/2024 20:00,42,1,3,38.36,115.08
5716,25/02/2024 14:00,151,6,13,47.0,611.0
5717,14/03/2024 22:00,85,3,1,22.39,22.39
5718,26/03/2024 07:00,42,6,5,38.36,191.8
5719,22/01/2024 06:00,110,5,1,23.76,23.76
5720,25/02/2024 18:00,158,6,5,12.76,63.8
5721,06/01/2024 11:00,57,5,18,14.67,264.06
5722,29/02/2024 05:00,39,2,19,11.03,209.57
5723,04/01/2024 08:00,21,4,11,25.27,277.97
5724,17/03/2024 11:00,130,6,17,6.49,110.33
5725,06/03/2024 12:00,74,6,15,12.92,193.8
5726,11/01/2024 15:00,119,3,10,47.16,471.6
5727,12/03/2024 17:00,68,2,15,15.56,233.4
5728,23/03/2024 10:00,99,6,4,27.65,110.6
5729,15/03/2024 12:00,138,3,5,22.37,111.85
5730,07/01/2024 22:00,123,3,14,18.99,265.86
5731,12/03/2024 11:00,93,4,1,9.41,9.41
5732,13/02/2024 19:00,152,6,2,9.87,19.74
5733,17/01/2024 21:00,117,3,10,48.53,485.3
5734,27/03/2024 02:00,159,6,6,40.44,242.64
5735,22/02/2024 00:00,144,1,19,27.61,524.59
5736,30/01/2024 13:00,19,1,12,6.37,76.44
5737,17/02/2024 02:00,190,3,13,19.54,254.02
5738,10/01/2024 03:00,26,4,15,44.75,671.25
5739,28/02/2024 10:00,137,6,10,42.54,425.4
5740,14/01/2024 08:00,160,6,2,41.32,82.64
5741,15/02/2024 13:00,187,4,16,7.18,114.88
5742,09/01/2024 12:00,178,6,1,5.4,5.4
5743,15/01/2024 02:00,125,6,9,28.47,256.23
5744,26/01/2024 15:00,102,1,10,5.44,54.4
5745,18/03/2024 15:00,168,5,1,26.7,26.7
5746,27/02/2024 11:00,46,6,4,12.43,49.72
5747,07/03/2024 09:00,160,6,14,41.32,578.48
5748,29/02/2024 12:00,88,4,14,39.83,557.62
5749,29/03/2024 22:00,2,4,18,28.76,517.68
5750,05/01/2024 21:00,21,3,14,25.27,353.78
5751,09/03/2024 02:00,59,5,5,29.11,145.55
5752,04/03/2024 08:00,68,4,15,15.56,233.4
5753,05/02/2024 15:00,158,2,8,12.76,102.08
5754,15/03/2024 03:00,119,5,19,47.16,896.04
5755,19/02/2024 06:00,186,5,4,8.87,35.48
5756,05/02/2024 13:00,125,6,9,28.47,256.23
5757,13/01/2024 14:00,42,6,6,38.36,230.16
5758,17/02/2024 03:00,30,6,14,16.07,224.98
5759,19/03/2024 07:00,125,3,17,28.47,483.99
5760,25/01/2024 16:00,74,2,6,12.92,77.52
5761,24/02/2024 23:00,56,2,14,42.76,598.64
5762,14/01/2024 14:00,45,1,16,12.19,195.04
5763,20/01/2024 05:00,178,4,7,5.4,37.8
5764,03/02/2024 04:00,29,1,7,7.51,52.57
5765,19/01/2024 23:00,114,4,17,10.17,172.89
5766,17/02/2024 03:00,181,6,5,39.78,198.9
5767,18/02/2024 11:00,45,1,11,12.19,134.09
5768,08/01/2024 21:00,154,6,8,13.2,105.6
5769,27/03/2024 11:00,100,1,4,39.91,159.64
5770,31/01/2024 07:00,126,3,12,26.75,321.0
5771,17/02/2024 08:00,123,4,17,18.99,322.83
5772,13/02/2024 07:00,173,1,9,31.1,279.9
5773,07/03/2024 22:00,128,6,12,48.33,579.96
5774,28/02/2024 19:00,168,3,17,26.7,453.9
5775,27/02/2024 16:00,187,3,12,7.18,86.16
5776,18/01/2024 23:00,66,6,11,6.35,69.85
5777,09/02/2024 12:00,135,4,13,44.62,580.06
5778,23/02/2024 13:00,113,2,10,35.38,353.8
5779,27/03/2024 23:00,72,5,12,41.41,496.92
5780,09/01/2024 13:00,117,2,13,48.53,630.89
5781,30/03/2024 14:00,122,1,12,14.02,168.24
5782,19/02/2024 12:00,144,4,1,27.61,27.61
5783,26/01/2024 00:00,104,6,7,43.73,306.11
5784,04/02/2024 22:00,64,1,3,35.69,107.07
5785,06/02/2024 21:00,90,2,2,39.4,78.8
5786,14/03/2024 00:00,158,4,6,12.76,76.56
5787,12/01/2024 07:00,95,6,3,15.39,46.17
5788,04/03/2024 10:00,64,1,1,35.69,35.69
5789,22/02/2024 00:00,168,5,10,26.7,267.0
5790,14/03/2024 13:00,86,4,1,8.37,8.37
5791,01/01/2024 20:00,89,3,6,45.14,270.84
5792,27/02/2024 17:00,32,1,16,22.61,361.76
5793,22/01/2024 09:00,84,5,12,43.46,521.52
5794,10/02/2024 02:00,130,1,7,6.49,45.43
5795,25/03/2024 08:00,40,6,12,49.17,590.04
5796,09/03/2024 11:00,45,1,14,12.19,170.66
5797,04/02/2024 18:00,77,5,2,29.35,58.7
5798,05/02/2024 00:00,109,5,3,15.15,45.45
5799,25/03/2024 05:00,74,2,1,12.92,12.92
5800,06/02/2024 18:00,168,6,16,26.7,427.2
5801,22/03/2024 22:00,150,2,18,27.78,500.04
5802,24/01/2024 21:00,167,6,3,9.44,28.32
5803,26/03/2024 22:00,41,3,9,31.03,279.27
5804,06/03/2024 01:00,185,6,7,48.59,340.13
5805,23/01/2024 12:00,15,2,5,17.16,85.8
5806,19/02/2024 03:00,120,5,16,38.52,616.32
5807,27/01/2024 14:00,192,4,14,48.28,675.92
5808,28/01/2024 12:00,185,2,8,48.59,388.72
5809,08/01/2024 16:00,16,3,10,23.36,233.6
5810,08/01/2024 07:00,140,2,8,39.52,316.16
5811,19/01/2024 14:00,167,6,14,9.44,132.16
5812,01/03/2024 13:00,117,2,5,48.53,242.65
5813,26/01/2024 05:00,7,5,15,44.48,667.2
5814,09/02/2024 04:00,133,5,15,43.97,659.55
5815,20/01/2024 04:00,83,2,1,31.63,31.63
5816,17/03/2024 05:00,171,3,4,36.98,147.92
5817,15/02/2024 11:00,200,4,5,43.58,217.9
5818,05/01/2024 02:00,187,1,19,7.18,136.42
5819,10/02/2024 14:00,89,3,17,45.14,767.38
5820,24/01/2024 16:00,134,4,17,39.38,669.46
5821,12/02/2024 07:00,31,3,17,36.99,628.83
5822,19/03/2024 10:00,60,1,5,40.88,204.4
5823,28/03/2024 18:00,105,1,9,40.5,364.5
5824,24/01/2024 22:00,198,6,8,38.55,308.4
5825,11/02/2024 03:00,166,4,6,13.19,79.14
5826,21/01/2024 21:00,63,2,13,15.08,196.04
5827,14/03/2024 17:00,15,3,8,17.16,137.28
5828,21/01/2024 13:00,133,1,2,43.97,87.94
5829,13/01/2024 07:00,126,6,9,26.75,240.75
5830,23/03/2024 19:00,157,5,18,25.77,463.86
5831,25/01/2024 22:00,28,4,14,11.75,164.5
5832,14/03/2024 23:00,44,1,7,26.6,186.2
5833,16/01/2024 23:00,154,1,11,13.2,145.2
5834,15/03/2024 00:00,196,1,16,44.61,713.76
5835,26/02/2024 04:00,180,6,8,48.14,385.12
5836,13/01/2024 01:00,74,5,10,12.92,129.2
5837,14/01/2024 08:00,10,1,3,30.02,90.06
5838,24/01/2024 05:00,119,1,18,47.16,848.88
5839,07/03/2024 09:00,122,6,2,14.02,28.04
5840,15/01/2024 12:00,35,1,11,17.52,192.72
5841,21/02/2024 19:00,35,1,4,17.52,70.08
5842,30/01/2024 11:00,113,1,3,35.38,106.14
5843,23/02/2024 11:00,115,5,1,16.47,16.47
5844,21/03/2024 16:00,16,6,9,23.36,210.24
5845,02/02/2024 19:00,59,3,9,29.11,261.99
5846,25/01/2024 05:00,164,4,3,13.29,39.87
5847,24/02/2024 19:00,115,1,9,16.47,148.23
5848,15/02/2024 13:00,89,1,12,45.14,541.68
5849,23/02/2024 12:00,77,5,18,29.35,528.3
5850,12/03/2024 12:00,77,6,9,29.35,264.15
5851,26/02/2024 03:00,11,4,13,38.17,496.21
5852,27/03/2024 15:00,54,5,7,19.97,139.79
5853,19/01/2024 09:00,72,5,2,41.41,82.82
5854,29/02/2024 04:00,107,1,12,14.29,171.48
5855,16/03/2024 13:00,51,6,15,41.37,620.55
5856,13/02/2024 09:00,20,5,15,40.44,606.6
5857,23/03/2024 10:00,25,4,15,7.56,113.4
5858,03/01/2024 03:00,98,2,18,42.93,772.74
5859,01/01/2024 20:00,113,2,19,35.38,672.22
5860,06/03/2024 02:00,159,3,17,40.44,687.48
5861,22/03/2024 02:00,184,4,2,14.59,29.18
5862,25/01/2024 22:00,112,5,4,36.07,144.28
5863,20/02/2024 13:00,99,4,17,27.65,470.05
5864,09/02/2024 14:00,4,6,17,16.27,276.59
5865,29/01/2024 12:00,49,4,16,45.69,731.04
5866,28/03/2024 02:00,186,1,2,8.87,17.74
5867,15/02/2024 11:00,51,5,4,41.37,165.48
5868,21/03/2024 07:00,182,6,6,22.32,133.92
5869,14/02/2024 15:00,13,6,2,48.12,96.24
5870,09/03/2024 18:00,82,4,6,24.33,145.98
5871,21/02/2024 14:00,34,6,12,46.93,563.16
5872,17/02/2024 09:00,174,5,3,31.37,94.11
5873,29/03/2024 16:00,151,6,16,47.0,752.0
5874,09/03/2024 15:00,82,4,5,24.33,121.65
5875,26/02/2024 01:00,199,6,16,27.61,441.76
5876,06/01/2024 04:00,93,3,5,9.41,47.05
5877,19/03/2024 09:00,8,2,13,8.83,114.79
5878,24/03/2024 01:00,121,6,4,36.19,144.76
5879,09/03/2024 02:00,200,3,16,43.58,697.28
5880,25/01/2024 06:00,161,1,14,39.7,555.8
5881,05/01/2024 21:00,6,6,19,18.54,352.26
5882,02/01/2024 07:00,141,6,5,27.72,138.6
5883,17/03/2024 16:00,7,5,2,44.48,88.96
5884,28/03/2024 12:00,129,5,6,43.01,258.06
5885,05/02/2024 09:00,166,4,19,13.19,250.61
5886,10/01/2024 08:00,139,1,18,23.73,427.14
5887,20/02/2024 21:00,180,2,14,48.14,673.96
5888,22/03/2024 15:00,14,3,18,39.8,716.4
5889,02/03/2024 14:00,48,4,9,19.86,178.74
5890,09/02/2024 18:00,50,6,19,48.88,928.72
5891,07/02/2024 06:00,88,3,7,39.83,278.81
5892,19/03/2024 01:00,78,4,15,7.01,105.15
5893,05/03/2024 01:00,97,6,5,21.63,108.15
5894,15/03/2024 07:00,85,1,11,22.39,246.29
5895,25/01/2024 18:00,91,6,19,5.72,108.68
5896,11/03/2024 07:00,118,4,13,47.75,620.75
5897,19/01/2024 09:00,7,5,6,44.48,266.88
5898,23/02/2024 20:00,176,4,11,38.18,419.98
5899,22/02/2024 19:00,138,3,8,22.37,178.96
5900,13/03/2024 10:00,28,6,7,11.75,82.25
5901,22/01/2024 16:00,62,4,10,21.69,216.9
5902,19/03/2024 14:00,156,2,16,20.16,322.56
5903,16/01/2024 20:00,123,3,8,18.99,151.92
5904,31/01/2024 11:00,178,5,14,5.4,75.6
5905,09/02/2024 22:00,142,2,12,45.45,545.4
5906,26/02/2024 06:00,175,5,15,46.03,690.45
5907,31/01/2024 19:00,10,2,2,30.02,60.04
5908,08/01/2024 11:00,195,5,1,12.33,12.33
5909,07/01/2024 22:00,80,4,12,28.01,336.12
5910,03/02/2024 19:00,178,1,18,5.4,97.2
5911,08/01/2024 15:00,5,1,7,11.16,78.12
5912,15/03/2024 19:00,13,3,8,48.12,384.96
5913,15/03/2024 23:00,168,4,1,26.7,26.7
5914,14/02/2024 23:00,80,5,8,28.01,224.08
5915,25/03/2024 10:00,136,6,13,12.31,160.03
5916,22/01/2024 07:00,62,3,3,21.69,65.07
5917,03/03/2024 17:00,58,2,18,24.73,445.14
5918,27/02/2024 03:00,53,2,8,40.96,327.68
5919,04/03/2024 08:00,90,5,3,39.4,118.2
5920,04/03/2024 13:00,173,1,7,31.1,217.7
5921,18/02/2024 07:00,38,2,7,24.56,171.92
5922,04/02/2024 21:00,45,3,11,12.19,134.09
5923,22/03/2024 20:00,16,3,10,23.36,233.6
5924,18/03/2024 17:00,61,2,17,49.3,838.1
5925,12/03/2024 22:00,23,3,18,48.48,872.64
5926,26/01/2024 22:00,141,1,15,27.72,415.8
5927,02/01/2024 05:00,67,5,2,8.2,16.4
5928,02/02/2024 23:00,59,1,5,29.11,145.55
5929,27/02/2024 12:00,135,4,5,44.62,223.1
5930,27/03/2024 10:00,193,4,7,22.67,158.69
5931,26/03/2024 10:00,43,1,10,34.11,341.1
5932,06/02/2024 08:00,78,4,5,7.01,35.05
5933,20/02/2024 15:00,124,5,15,13.65,204.75
5934,24/01/2024 11:00,87,1,8,33.11,264.88
5935,31/01/2024 15:00,160,2,19,41.32,785.08
5936,31/01/2024 02:00,56,3,19,42.76,812.44
5937,31/01/2024 14:00,166,1,10,13.19,131.9
5938,21/01/2024 18:00,72,4,15,41.41,621.15
5939,03/02/2024 21:00,111,2,18,9.66,173.88
5940,10/01/2024 04:00,142,6,18,45.45,818.1
5941,27/02/2024 12:00,44,2,11,26.6,292.6
5942,24/01/2024 02:00,80,4,19,28.01,532.19
5943,01/02/2024 06:00,146,3,14,40.18,562.52
5944,27/03/2024 14:00,99,4,3,27.65,82.95
5945,02/03/2024 04:00,66,1,6,6.35,38.1
5946,22/01/2024 16:00,175,5,5,46.03,230.15
5947,16/01/2024 13:00,111,5,19,9.66,183.54
5948,24/01/2024 12:00,112,3,18,36.07,649.26
5949,03/02/2024 02:00,161,2,7,39.7,277.9
5950,04/01/2024 13:00,123,5,17,18.99,322.83
5951,28/03/2024 10:00,8,4,14,8.83,123.62
5952,25/01/2024 02:00,159,4,3,40.44,121.32
5953,15/03/2024 23:00,146,4,19,40.18,763.42
5954,28/01/2024 11:00,130,5,2,6.49,12.98
5955,24/02/2024 21:00,54,2,3,19.97,59.91
5956,01/03/2024 23:00,107,1,7,14.29,100.03
5957,13/01/2024 22:00,118,4,16,47.75,764.0
5958,10/01/2024 19:00,179,3,3,13.33,39.99
5959,26/01/2024 07:00,192,2,11,48.28,531.08
5960,09/01/2024 14:00,29,5,18,7.51,135.18
5961,22/03/2024 04:00,178,3,4,5.4,21.6
5962,07/03/2024 07:00,20,3,6,40.44,242.64
5963,09/03/2024 18:00,46,4,12,12.43,149.16
5964,13/03/2024 03:00,155,4,18,11.46,206.28
5965,02/03/2024 21:00,151,6,5,47.0,235.0
5966,06/01/2024 19:00,10,4,5,30.02,150.1
5967,21/03/2024 09:00,54,3,9,19.97,179.73
5968,04/02/2024 03:00,63,5,13,15.08,196.04
5969,06/01/2024 00:00,54,4,1,19.97,19.97
