id_venta,datetime,id_producto,id_sucursal,unidades_vendidas
5221,03/02/2024 03:00,166,2,7
5222,16/02/2024 08:00,71,4,11
5223,02/02/2024 05:00,41,4,5
5224,30/01/2024 11:00,178,5,1
5225,15/03/2024 08:00,90,4,15
5226,17/03/2024 10:00,56,6,16
5227,23/01/2024 23:00,154,4,7
5228,25/01/2024 04:00,69,6,19
5229,31/01/2024 06:00,63,4,13
5230,21/03/2024 23:00,106,3,18
5231,17/01/2024 05:00,174,,3
5232,09/03/2024 09:00,46,3,7
5233,27/02/2024 06:00,197,5,6
5234,20/03/2024 02:00,99,2,5
5235,24/01/2024 10:00,69,3,5
5236,15/01/2024 13:00,200,3,8
5237,24/01/2024 13:00,169,2,13
5238,02/03/2024 03:00,65,4,2
5239,05/02/2024 22:00,152,5,6
5240,26/03/2024 16:00,43,6,1
5241,19/01/2024 17:00,52,2,18
5242,19/01/2024 13:00,129,2,13
5243,20/01/2024 02:00,65,1,18
5244,06/02/2024 16:00,129,2,12
5245,09/03/2024 23:00,88,6,13
5246,10/02/2024 17:00,160,4,7
5247,09/01/2024 18:00,109,4,3
5248,11/01/2024 05:00,155,1,16
5249,25/02/2024 02:00,11,1,16
5250,14/03/2024 09:00,146,4,2
5251,13/02/2024 09:00,109,6,3
5252,17/02/2024 15:00,182,1,12
5253,26/03/2024 03:00,24,4,8
5254,18/02/2024 23:00,80,3,17
5255,16/02/2024 18:00,23,4,9
5256,01/01/2024 15:00,188,1,17
5257,16/01/2024 19:00,142,4,17
5258,18/02/2024 17:00,181,5,2
5259,17/02/2024 22:00,93,6,18
5260,08/03/2024 07:00,112,3,3
5261,09/03/2024 06:00,65,4,16
5262,26/03/2024 18:00,159,5,16
5263,28/01/2024 16:00,8,1,6
5264,30/01/2024 10:00,115,2,1
5265,18/02/2024 00:00,177,1,8
5266,24/02/2024 03:00,41,2,13
5267,06/03/2024 14:00,40,1,9
5268,29/01/2024 02:00,148,6,12
5269,04/01/2024 04:00,115,4,10
5270,11/02/2024 03:00,172,4,18
5271,03/01/2024 21:00,86,3,18
5272,22/02/2024 04:00,67,5,18
5273,13/02/2024 17:00,19,1,7
5274,22/02/2024 07:00,188,2,17
5275,28/01/2024 09:00,118,3,11
5276,18/03/2024 11:00,16,1,4
5277,01/02/2024 06:00,159,2,5
5278,05/03/2024 18:00,124,3,2
5279,02/02/2024 14:00,66,,8
5280,12/02/2024 16:00,122,5,16
5281,07/03/2024 10:00,163,,13
5282,05/03/2024 13:00,39,3,9
5283,15/03/2024 13:00,29,5,12
5284,25/03/2024 22:00,193,5,12
5285,12/01/2024 23:00,4,,4
5286,31/01/2024 01:00,189,2,4
5287,21/02/2024 19:00,74,1,15
5288,26/01/2024 10:00,12,5,18
5289,17/01/2024 11:00,25,2,doce
5290,23/01/2024 08:00,157,4,16
5291,13/01/2024 02:00,86,2,14
5292,27/02/2024 09:00,116,5,15
5293,29/03/2024 15:00,24,6,10
5294,01/03/2024 10:00,103,5,5
5295,18/01/2024 00:00,150,5,5
5296,17/02/2024 14:00,46,6,11
5297,22/02/2024 12:00,119,2,15
5298,01/02/2024 18:00,103,6,8
5299,20/03/2024 22:00,18,3,17
5300,06/02/2024 23:00,41,4,15
5301,20/02/2024 05:00,64,3,18
5302,19/02/2024 03:00,84,3,4
5303,21/01/2024 07:00,51,3,17
5304,19/03/2024 12:00,186,1,16
5305,22/01/2024 17:00,41,6,8
5306,29/01/2024 11:00,142,1,18
5307,10/02/2024 07:00,196,4,8
5308,30/03/2024 13:00,130,1,11
5309,17/02/2024 16:00,6,1,9
5310,06/01/2024 11:00,28,2,19
5311,26/01/2024 10:00,38,3,16
5312,04/03/2024 03:00,66,6,16
5313,29/02/2024 21:00,68,1,9
5314,03/03/2024 20:00,196,2,17
5315,09/02/2024 11:00,79,4,18
5316,10/01/2024 22:00,75,4,3
5317,02/03/2024 17:00,136,3,11
5318,09/01/2024 12:00,20,1,7
5319,27/02/2024 19:00,156,5,6
5320,07/03/2024 16:00,12,6,16
5321,24/03/2024 00:00,197,5,15
5322,10/02/2024 06:00,111,4,12
5323,19/02/2024 19:00,138,5,14
5324,29/02/2024 00:00,193,2,16
5325,19/03/2024 01:00,50,1,17
5326,14/01/2024 02:00,29,2,13
5327,26/03/2024 11:00,132,3,3
5328,19/03/2024 02:00,172,3,3
5329,12/01/2024 08:00,114,5,2
5330,30/01/2024 02:00,181,1,11
5331,27/03/2024 09:00,197,5,11
5332,25/03/2024 09:00,72,4,2
5333,21/02/2024 08:00,131,6,18
5334,20/01/2024 03:00,39,1,17
5335,30/01/2024 23:00,31,6,1
5336,09/01/2024 05:00,151,6,5
5337,02/01/2024 01:00,,5,19
5338,13/02/2024 08:00,138,6,16
5339,22/03/2024 04:00,116,4,doce
5340,03/01/2024 18:00,32,3,8
5341,18/02/2024 01:00,189,4,9
5342,02/01/2024 14:00,114,6,14
5343,14/02/2024 06:00,55,1,2
5344,17/01/2024 22:00,117,3,19
5345,02/02/2024 07:00,152,2,4
5346,05/02/2024 02:00,41,3,17
5347,19/02/2024 17:00,136,6,9
5348,16/01/2024 20:00,177,1,13
5349,22/01/2024 08:00,177,3,1
5350,06/02/2024 10:00,180,5,9
5351,24/01/2024 00:00,171,2,7
5352,04/01/2024 10:00,53,2,5
5353,12/03/2024 22:00,35,6,19
5354,21/01/2024 10:00,121,3,3
5355,08/03/2024 17:00,38,2,6
5356,09/03/2024 12:00,4,5,12
5357,02/02/2024 15:00,14,2,4
5358,16/02/2024 06:00,86,6,10
5359,01/01/2024 16:00,133,1,19
5360,15/01/2024 03:00,142,3,10
5361,21/01/2024 18:00,167,1,6
5362,29/01/2024 12:00,133,6,16
5363,06/01/2024 14:00,102,1,16
5364,23/03/2024 01:00,190,4,12
5365,23/03/2024 02:00,43,3,4
5366,22/02/2024 03:00,93,6,7
5367,04/01/2024 20:00,33,5,2
5368,14/03/2024 22:00,45,5,4
5369,27/02/2024 13:00,,4,7
5370,02/01/2024 18:00,12,6,1
5371,24/03/2024 06:00,127,1,7
5372,13/02/2024 03:00,180,3,2
5373,30/01/2024 10:00,13,1,4
5374,06/03/2024 13:00,67,1,doce
5375,14/01/2024 04:00,195,6,14
5376,02/01/2024 19:00,63,1,10
5377,09/01/2024 07:00,84,2,3
5378,12/03/2024 11:00,100,5,19
5379,15/02/2024 18:00,70,4,8
5380,16/03/2024 09:00,124,5,17
5381,14/02/2024 07:00,177,3,8
5382,10/01/2024 05:00,148,2,19
5383,01/01/2024 08:00,117,2,17
5384,14/03/2024 16:00,4,4,18
5385,06/02/2024 08:00,44,1,18
5386,02/03/2024 20:00,48,4,3
5387,20/02/2024 06:00,115,6,13
5388,03/01/2024 12:00,44,5,5
5389,27/02/2024 22:00,102,1,10
5390,20/02/2024 18:00,71,4,4
5391,14/03/2024 22:00,96,1,16
5392,06/03/2024 07:00,151,3,6
5393,27/03/2024 00:00,76,1,16
5394,09/01/2024 02:00,36,6,16
5395,16/03/2024 14:00,149,2,14
5396,06/03/2024 16:00,103,4,17
5397,10/02/2024 05:00,166,3,3
5398,11/02/2024 14:00,31,3,5
5399,11/02/2024 05:00,196,3,4
5400,19/01/2024 11:00,134,4,19
5401,15/02/2024 05:00,85,4,9
5402,13/03/2024 00:00,92,1,6
5403,23/02/2024 20:00,25,5,4
5404,08/03/2024 06:00,80,6,4
5405,01/03/2024 22:00,189,4,14
5406,01/03/2024 12:00,140,6,16
5407,26/03/2024 02:00,101,1,15
5408,06/03/2024 05:00,50,2,17
5409,23/03/2024 04:00,130,2,18
5410,28/03/2024 10:00,121,6,7
5411,23/01/2024 20:00,47,5,doce
5412,06/03/2024 18:00,10,3,7
5413,28/03/2024 00:00,175,3,11
5414,06/03/2024 01:00,88,5,11
5415,03/02/2024 08:00,12,5,18
5416,02/03/2024 03:00,181,1,3
5417,29/02/2024 23:00,127,2,7
5418,07/02/2024 19:00,182,2,4
5419,09/03/2024 11:00,49,6,10
5420,25/02/2024 16:00,185,3,16
5421,22/02/2024 01:00,157,1,5
5422,05/03/2024 11:00,53,3,19
5423,29/01/2024 17:00,139,3,16
5424,29/01/2024 08:00,124,1,13
5425,21/01/2024 07:00,,5,9
5426,20/02/2024 16:00,64,3,7
5427,25/02/2024 19:00,155,3,4
5428,12/02/2024 07:00,109,6,16
5429,26/01/2024 07:00,143,2,8
5430,14/02/2024 14:00,165,6,15
5431,12/02/2024 23:00,110,6,11
5432,28/02/2024 23:00,80,1,6
5433,25/03/2024 10:00,69,4,18
5434,12/03/2024 11:00,78,5,3
5435,29/01/2024 01:00,114,4,1
5436,09/03/2024 09:00,21,6,2
5437,29/03/2024 11:00,166,2,18
5438,08/02/2024 18:00,65,3,16
5439,23/03/2024 07:00,92,1,5
5440,20/03/2024 20:00,31,1,1
5441,08/03/2024 08:00,23,6,15
5442,24/03/2024 03:00,38,3,4
5443,26/01/2024 22:00,28,1,12
5444,27/02/2024 13:00,33,1,3
5445,04/03/2024 05:00,163,1,14
5446,04/03/2024 01:00,96,4,6
5447,30/03/2024 09:00,79,5,8
5448,03/03/2024 00:00,155,4,19
5449,26/02/2024 04:00,4,2,18
5450,13/02/2024 18:00,180,1,15
5451,30/01/2024 02:00,57,6,3
5452,24/02/2024 18:00,152,1,12
5453,20/01/2024 06:00,31,,7
5454,17/01/2024 07:00,172,5,5
5455,27/03/2024 01:00,151,1,10
5456,21/02/2024 21:00,179,2,6
5457,22/02/2024 15:00,187,6,15
5458,13/02/2024 11:00,98,6,19
5459,26/01/2024 00:00,149,6,9
5460,20/01/2024 00:00,192,3,17
5461,15/01/2024 05:00,192,5,17
5462,14/02/2024 08:00,126,2,13
5463,09/02/2024 16:00,101,5,11
5464,09/03/2024 05:00,199,5,4
5465,09/02/2024 05:00,160,3,8
5466,24/03/2024 03:00,35,5,11
5467,14/03/2024 16:00,191,1,13
5468,05/03/2024 01:00,127,3,5
5469,01/01/2024 12:00,78,1,11
5470,16/03/2024 02:00,174,6,16
5471,21/02/2024 09:00,138,2,18
5472,18/03/2024 16:00,29,2,15
5473,28/03/2024 02:00,175,2,1
5474,05/03/2024 21:00,49,5,3
5475,25/02/2024 14:00,10,3,2
5476,12/01/2024 08:00,62,1,11
5477,12/01/2024 14:00,104,4,4
5478,10/02/2024 21:00,164,6,19
5479,20/01/2024 09:00,127,3,3
5480,11/01/2024 10:00,,2,2
5481,08/03/2024 16:00,147,5,8
5482,24/02/2024 23:00,68,2,9
5483,23/02/2024 14:00,11,6,13
5484,08/02/2024 11:00,123,1,11
5485,10/02/2024 22:00,24,1,11
5486,07/03/2024 02:00,78,4,15
5487,23/01/2024 16:00,43,5,18
5488,26/01/2024 16:00,80,4,19
5489,01/01/2024 05:00,104,6,10
5490,29/02/2024 07:00,19,5,17
5491,06/03/2024 15:00,183,5,4
5492,09/02/2024 16:00,88,2,7
5493,24/02/2024 12:00,72,1,4
5494,10/01/2024 11:00,50,3,14
5495,03/01/2024 18:00,106,4,11
5496,12/01/2024 17:00,20,2,2
5497,25/02/2024 17:00,15,,17
5498,01/01/2024 05:00,145,4,8
5499,18/01/2024 17:00,79,5,18
5500,12/01/2024 17:00,38,2,3
5501,14/03/2024 07:00,70,5,8
5502,02/01/2024 15:00,15,5,9
5503,23/03/2024 01:00,112,6,4
5504,11/02/2024 06:00,43,6,14
5505,17/03/2024 05:00,155,3,5
5506,20/02/2024 01:00,137,2,11
5507,03/01/2024 20:00,36,3,2
5508,29/03/2024 13:00,198,3,2
5509,09/03/2024 22:00,184,6,2
5510,01/02/2024 17:00,135,6,19
5511,14/01/2024 04:00,112,3,6
5512,09/02/2024 14:00,42,6,12
5513,27/01/2024 02:00,162,1,18
5514,21/01/2024 05:00,49,1,19
5515,26/03/2024 12:00,193,1,14
5516,18/02/2024 07:00,163,1,3
5517,27/01/2024 02:00,23,4,11
5518,11/01/2024 19:00,121,1,8
5519,30/03/2024 10:00,96,2,9
5520,08/01/2024 13:00,35,2,14
5521,30/01/2024 13:00,151,6,10
5522,20/03/2024 09:00,35,4,9
5523,23/02/2024 00:00,129,6,16
5524,07/03/2024 09:00,24,3,19
5525,31/01/2024 13:00,62,5,12
5526,02/02/2024 22:00,47,1,6
5527,05/03/2024 13:00,172,2,13
5528,17/01/2024 05:00,85,4,14
5529,23/03/2024 18:00,40,1,16
5530,05/01/2024 20:00,159,4,15
5531,27/01/2024 05:00,134,5,7
5532,05/02/2024 02:00,139,3,17
5533,20/02/2024 05:00,83,4,9
5534,28/01/2024 09:00,61,2,10
5535,07/03/2024 11:00,63,4,10
5536,21/03/2024 07:00,84,3,19
5537,24/03/2024 23:00,50,5,2
5538,18/01/2024 01:00,116,4,2
5539,08/01/2024 10:00,2,4,11
5540,24/02/2024 07:00,105,1,3
5541,09/01/2024 23:00,194,4,4
5542,20/01/2024 16:00,126,5,13
5543,13/02/2024 22:00,45,6,15
5544,08/02/2024 03:00,86,5,16
5545,25/02/2024 03:00,98,1,8
5546,12/03/2024 23:00,114,2,12
5547,18/03/2024 10:00,119,1,9
5548,28/01/2024 02:00,139,2,3
5549,16/02/2024 11:00,49,5,9
5550,26/01/2024 14:00,154,5,5
5551,12/01/2024 14:00,193,4,1
5552,13/01/2024 04:00,48,3,17
5553,01/01/2024 12:00,194,1,8
5554,25/02/2024 13:00,61,6,8
5555,04/03/2024 09:00,117,2,19
5556,24/03/2024 18:00,33,6,4
5557,22/02/2024 14:00,139,5,3
5558,07/02/2024 14:00,8,1,14
5559,02/02/2024 16:00,75,5,4
5560,19/01/2024 21:00,195,5,13
5561,26/01/2024 14:00,32,4,16
5562,17/02/2024 04:00,60,5,11
5563,09/01/2024 13:00,142,5,2
5564,01/02/2024 14:00,41,2,7
5565,25/01/2024 18:00,93,6,14
5566,08/01/2024 09:00,43,6,14
5567,19/03/2024 08:00,81,1,2
5568,21/02/2024 21:00,42,,2
5569,11/02/2024 11:00,41,6,14
5570,27/03/2024 19:00,144,2,5
5571,27/03/2024 05:00,48,1,2
5572,04/02/2024 02:00,190,6,15
5573,02/02/2024 09:00,8,2,2
5574,11/01/2024 11:00,27,6,1
5575,20/01/2024 07:00,130,2,17
5576,03/02/2024 15:00,187,6,16
5577,08/01/2024 15:00,2,,18
5578,20/02/2024 20:00,134,5,18
5579,13/03/2024 16:00,110,3,2
5580,08/01/2024 08:00,123,5,5
5581,05/02/2024 19:00,169,4,7
5582,12/02/2024 20:00,197,5,17
5583,28/02/2024 11:00,110,3,18
5584,17/01/2024 14:00,40,2,9
5585,14/01/2024 02:00,110,4,1
5586,26/02/2024 01:00,141,3,14
5587,08/03/2024 07:00,77,5,9
5588,14/01/2024 10:00,62,4,10
5589,10/03/2024 22:00,120,6,11
5590,07/02/2024 06:00,140,3,4
5591,02/02/2024 20:00,90,5,15
5592,16/03/2024 19:00,84,6,19
5593,28/03/2024 23:00,180,2,15
5594,02/02/2024 22:00,9,6,9
5595,19/01/2024 05:00,34,6,8
5596,25/01/2024 05:00,54,3,9
5597,19/01/2024 23:00,112,2,5
5598,20/02/2024 10:00,168,6,7
5599,21/03/2024 06:00,157,4,16
5600,03/03/2024 20:00,153,5,3
5601,28/03/2024 11:00,30,4,14
5602,21/02/2024 21:00,,5,12
5603,10/03/2024 14:00,18,4,10
5604,12/01/2024 14:00,152,5,3
5605,27/01/2024 08:00,71,4,12
5606,13/01/2024 23:00,197,3,1
5607,14/02/2024 13:00,165,4,8
5608,26/02/2024 01:00,52,2,6
5609,10/01/2024 06:00,93,3,14
5610,29/02/2024 22:00,170,4,10
5611,20/01/2024 21:00,182,6,2
5612,03/02/2024 01:00,156,5,5
5613,11/01/2024 10:00,123,1,10
5614,28/02/2024 05:00,12,1,2
5615,22/03/2024 11:00,49,6,16
5616,14/03/2024 19:00,26,5,doce
5617,02/03/2024 22:00,135,4,13
5618,27/03/2024 18:00,189,1,19
5619,16/03/2024 09:00,,1,5
5620,03/02/2024 18:00,67,2,7
5621,10/02/2024 01:00,181,4,3
5622,02/02/2024 21:00,17,1,11
5623,06/01/2024 07:00,116,1,14
5624,04/02/2024 13:00,102,6,18
5625,27/03/2024 15:00,178,2,19
5626,04/01/2024 06:00,178,2,2
5627,30/03/2024 10:00,8,4,10
5628,16/03/2024 11:00,145,3,8
5629,15/01/2024 17:00,80,4,14
5630,25/02/2024 00:00,114,6,17
5631,05/03/2024 06:00,177,3,13
5632,20/01/2024 21:00,109,2,19
5633,12/03/2024 18:00,148,4,10
5634,19/03/2024 05:00,34,4,9
5635,14/02/2024 02:00,23,5,16
5636,30/03/2024 10:00,21,1,14
5637,27/03/2024 15:00,22,5,19
5638,08/03/2024 04:00,12,1,5
5639,05/02/2024 11:00,186,1,1
5640,03/03/2024 15:00,196,6,12
5641,02/02/2024 22:00,87,5,16
5642,01/03/2024 02:00,98,3,18
5643,22/03/2024 23:00,158,3,16
5644,17/01/2024 16:00,26,4,6
5645,21/01/2024 11:00,195,1,3
5646,10/02/2024 06:00,10,4,7
5647,07/03/2024 01:00,24,3,4
5648,04/01/2024 11:00,164,3,12
5649,13/02/2024 08:00,186,5,1
5650,04/03/2024 13:00,120,5,5
5651,18/01/2024 10:00,178,5,3
5652,01/01/2024 03:00,135,4,13
5653,12/02/2024 12:00,171,6,7
5654,06/01/2024 09:00,122,1,10
5655,25/01/2024 17:00,15,5,3
5656,24/02/2024 03:00,12,1,6
5657,08/03/2024 20:00,141,6,17
5658,26/03/2024 16:00,16,6,4
5659,11/01/2024 13:00,125,3,14
5660,07/02/2024 09:00,192,3,4
5661,29/03/2024 22:00,177,2,8
5662,07/03/2024 15:00,47,4,3
5663,20/01/2024 16:00,76,5,2
5664,29/02/2024 14:00,150,3,doce
5665,05/01/2024 17:00,33,4,4
5666,07/03/2024 17:00,52,6,16
5667,28/02/2024 14:00,138,5,14
5668,22/01/2024 05:00,152,6,16
5669,07/03/2024 11:00,143,4,17
5670,06/01/2024 14:00,72,5,18
5671,17/02/2024 19:00,102,2,18
5672,22/01/2024 21:00,16,4,17
5673,21/02/2024 09:00,31,3,15
5674,28/01/2024 17:00,127,6,12
5675,01/03/2024 22:00,188,5,9
5676,14/03/2024 08:00,89,5,17
5677,02/03/2024 12:00,179,5,17
5678,08/02/2024 18:00,158,2,13
5679,17/01/2024 09:00,63,1,12
5680,14/03/2024 05:00,179,1,15
5681,01/02/2024 07:00,39,4,14
5682,13/03/2024 13:00,2,3,11
5683,19/03/2024 08:00,48,5,3
5684,19/02/2024 23:00,98,2,5
5685,25/02/2024 03:00,77,1,5
5686,02/01/2024 11:00,81,2,3
5687,11/03/2024 15:00,28,6,12
5688,13/02/2024 10:00,,6,9
5689,08/02/2024 22:00,40,2,15
5690,30/03/2024 20:00,98,1,3
5691,13/01/2024 15:00,20,1,8
5692,26/02/2024 19:00,3,3,5
5693,08/01/2024 19:00,179,1,1
5694,23/03/2024 17:00,86,4,2
5695,29/01/2024 13:00,,4,1
5696,30/01/2024 20:00,93,6,12
5697,19/03/2024 02:00,96,4,15
5698,10/01/2024 05:00,170,4,4
5699,15/03/2024 23:00,91,5,2
5700,19/03/2024 23:00,108,6,5
5701,08/01/2024 11:00,165,2,10
5702,15/01/2024 02:00,180,3,9
5703,09/01/2024 11:00,50,1,15
5704,28/03/2024 20:00,153,1,13
5705,01/03/2024 08:00,178,1,17
5706,29/01/2024 20:00,199,4,1
5707,28/01/2024 14:00,189,1,1
5708,17/01/2024 00:00,82,1,14
5709,21/01/2024 14:00,6,3,18
5710,21/02/2024 03:00,173,5,9
5711,13/03/2024 06:00,58,1,14
5712,01/03/2024 14:00,111,4,2
5713,04/02/2024 20:00,189,2,8
5714,07/01/2024 17:00,4,5,19
5715,08/02/2024 07:00,53,3,1
5716,14/01/2024 07:00,48,4,14
5717,11/03/2024 02:00,67,3,18
5718,12/02/2024 06:00,58,5,9
5719,13/02/2024 10:00,138,3,7
5720,03/01/2024 22:00,139,6,11
5721,13/03/2024 03:00,75,5,2
5722,26/02/2024 13:00,68,2,14
5723,28/01/2024 22:00,139,1,4
5724,20/01/2024 12:00,112,2,3
5725,01/03/2024 16:00,123,6,18
5726,19/03/2024 00:00,43,2,8
5727,15/01/2024 02:00,151,4,2
5728,02/03/2024 04:00,42,5,14
5729,10/02/2024 23:00,142,6,3
5730,11/01/2024 18:00,4,2,5
5731,16/03/2024 17:00,193,1,15
5732,18/01/2024 19:00,63,6,14
5733,02/01/2024 04:00,176,6,doce
5734,14/02/2024 03:00,77,6,12
5735,06/02/2024 15:00,60,3,14
5736,23/02/2024 04:00,127,6,11
5737,01/03/2024 10:00,15,3,17
5738,08/02/2024 03:00,14,4,6
5739,15/03/2024 14:00,4,4,18
5740,16/02/2024 20:00,85,5,17
5741,07/01/2024 03:00,127,3,13
5742,09/01/2024 00:00,187,6,9
5743,11/03/2024 15:00,188,1,13
5744,01/01/2024 23:00,188,3,3
5745,15/02/2024 22:00,195,4,12
5746,06/03/2024 09:00,44,5,12
5747,05/01/2024 15:00,70,1,4
5748,07/01/2024 11:00,3,6,6
5749,07/03/2024 19:00,69,3,5
5750,13/01/2024 03:00,27,1,7
5751,24/03/2024 12:00,189,1,16
5752,22/02/2024 16:00,43,4,14
5753,08/02/2024 18:00,117,3,19
5754,08/02/2024 23:00,30,2,8
5755,09/02/2024 03:00,180,2,13
5756,16/02/2024 17:00,10,6,10
5757,23/03/2024 03:00,54,5,5
5758,17/02/2024 16:00,90,3,3
5759,22/02/2024 08:00,157,3,5
5760,22/03/2024 23:00,54,4,1
5761,22/02/2024 15:00,103,2,9
5762,07/02/2024 22:00,83,5,5
5763,02/03/2024 02:00,20,4,5
5764,23/02/2024 16:00,75,6,9
5765,13/03/2024 16:00,31,5,10
5766,13/02/2024 07:00,56,3,19
5767,25/01/2024 16:00,2,5,9
5768,15/01/2024 19:00,90,2,16
5769,28/01/2024 22:00,83,2,1
5770,06/03/2024 10:00,44,2,5
5771,05/02/2024 17:00,46,5,14
5772,26/02/2024 19:00,13,2,2
5773,26/03/2024 09:00,77,5,17
5774,11/02/2024 16:00,171,5,14
5775,14/02/2024 21:00,35,6,6
5776,18/01/2024 13:00,178,5,5
5777,10/03/2024 11:00,104,6,doce
5778,24/01/2024 16:00,6,3,18
5779,19/03/2024 18:00,103,4,16
5780,14/02/2024 08:00,55,4,11
5781,06/02/2024 14:00,37,1,2
5782,10/03/2024 13:00,130,3,13
5783,16/02/2024 15:00,159,5,10
5784,15/03/2024 19:00,16,5,17
5785,10/01/2024 14:00,88,6,3
5786,23/02/2024 19:00,28,5,14
5787,26/03/2024 13:00,39,3,2
5788,28/01/2024 14:00,98,2,1
5789,16/01/2024 11:00,200,5,8
5790,23/03/2024 06:00,199,1,10
5791,26/03/2024 15:00,122,3,11
5792,25/02/2024 20:00,30,5,15
5793,02/03/2024 02:00,191,5,18
5794,18/02/2024 02:00,143,3,1
5795,15/02/2024 12:00,35,4,8
5796,21/01/2024 09:00,78,2,18
5797,14/01/2024 14:00,159,5,9
5798,25/01/2024 00:00,49,4,7
5799,01/02/2024 23:00,192,3,7
5800,30/01/2024 20:00,160,4,6
5801,05/02/2024 14:00,111,1,3
5802,18/03/2024 01:00,2,4,15
5803,21/01/2024 12:00,48,1,17
5804,30/03/2024 17:00,166,5,13
5805,26/01/2024 08:00,200,1,5
5806,07/01/2024 12:00,14,4,2
5807,10/02/2024 21:00,105,3,18
5808,22/01/2024 06:00,141,1,7
5809,31/01/2024 05:00,177,5,6
5810,24/01/2024 22:00,24,4,16
5811,03/03/2024 11:00,197,4,16
5812,26/01/2024 00:00,93,4,2
5813,09/03/2024 02:00,178,5,19
5814,15/02/2024 10:00,18,3,14
5815,02/02/2024 21:00,119,1,16
5816,02/02/2024 13:00,193,2,16
5817,13/01/2024 17:00,40,5,13
5818,22/01/2024 00:00,179,4,18
5819,20/03/2024 18:00,100,6,7
5820,03/01/2024 23:00,90,6,3
5821,16/03/2024 20:00,53,3,7
5822,16/02/2024 08:00,91,2,11
5823,05/02/2024 02:00,71,4,16
5824,08/01/2024 02:00,73,5,13
5825,22/02/2024 19:00,134,3,5
5826,22/01/2024 22:00,147,3,18
5827,07/03/2024 16:00,75,4,10
5828,05/01/2024 06:00,51,1,13
5829,25/02/2024 06:00,18,1,13
5830,10/02/2024 13:00,174,4,13
5831,01/01/2024 00:00,186,1,3
5832,19/03/2024 08:00,49,1,18
5833,01/01/2024 04:00,114,5,7
5834,23/03/2024 14:00,177,5,12
5835,26/02/2024 02:00,92,1,doce
5836,21/02/2024 10:00,117,1,2
5837,18/02/2024 15:00,26,6,2
5838,29/01/2024 20:00,4,5,11
5839,01/03/2024 07:00,51,1,12
5840,17/03/2024 01:00,198,1,2
5841,23/01/2024 07:00,17,2,12
5842,21/01/2024 20:00,42,1,3
5843,25/02/2024 14:00,151,6,13
5844,14/03/2024 22:00,85,3,1
5845,26/03/2024 07:00,42,6,5
5846,22/01/2024 06:00,110,5,1
5847,25/02/2024 18:00,158,6,5
5848,06/01/2024 11:00,57,5,18
5849,29/02/2024 05:00,39,2,19
5850,04/01/2024 08:00,21,4,11
5851,17/03/2024 11:00,130,6,17
5852,06/03/2024 12:00,74,6,15
5853,11/01/2024 15:00,119,3,10
5854,12/03/2024 17:00,68,2,15
5855,23/03/2024 10:00,99,6,4
5856,15/03/2024 12:00,138,3,5
5857,07/01/2024 22:00,123,3,14
5858,12/03/2024 11:00,93,4,1
5859,13/02/2024 19:00,152,6,2
5860,17/01/2024 21:00,117,3,10
5861,27/03/2024 02:00,159,6,6
5862,22/02/2024 00:00,144,1,19
5863,30/01/2024 13:00,19,1,12
5864,17/02/2024 02:00,190,3,13
5865,10/01/2024 03:00,26,4,15
5866,28/02/2024 10:00,137,6,10
5867,14/01/2024 08:00,160,6,2
5868,15/02/2024 13:00,187,4,16
5869,24/02/2024 18:00,149,,8
5870,09/01/2024 12:00,178,6,1
5871,15/01/2024 02:00,125,6,9
5872,26/01/2024 15:00,102,1,10
5873,18/03/2024 15:00,168,5,1
5874,27/02/2024 11:00,46,6,4
5875,07/03/2024 09:00,160,6,14
5876,29/02/2024 12:00,88,4,14
5877,29/03/2024 22:00,2,4,18
5878,05/01/2024 21:00,21,3,14
5879,09/03/2024 02:00,59,5,5
5880,04/03/2024 08:00,68,4,15
5881,05/02/2024 15:00,158,2,8
5882,15/03/2024 03:00,119,5,19
5883,19/02/2024 06:00,186,5,4
5884,05/02/2024 13:00,125,6,9
5885,13/01/2024 14:00,42,6,6
5886,17/02/2024 03:00,30,6,14
5887,19/03/2024 07:00,125,3,17
5888,25/01/2024 16:00,74,2,6
5889,24/02/2024 23:00,56,2,14
5890,14/01/2024 14:00,45,1,16
5891,20/01/2024 05:00,178,4,7
5892,03/02/2024 04:00,29,1,7
5893,19/01/2024 23:00,114,4,17
5894,17/02/2024 03:00,181,6,5
5895,18/02/2024 11:00,45,1,11
5896,08/01/2024 21:00,154,6,8
5897,27/03/2024 11:00,100,1,4
5898,31/01/2024 07:00,126,3,12
5899,17/02/2024 08:00,123,4,17
5900,13/02/2024 07:00,173,1,9
5901,07/03/2024 22:00,128,6,doce
5902,28/02/2024 19:00,168,3,17
5903,27/02/2024 16:00,187,3,doce
5904,18/01/2024 23:00,66,6,11
5905,09/02/2024 12:00,135,4,13
5906,23/02/2024 13:00,113,2,10
5907,27/03/2024 23:00,72,5,12
5908,09/01/2024 13:00,117,2,13
5909,30/03/2024 14:00,122,1,12
5910,19/02/2024 12:00,144,4,1
5911,26/01/2024 00:00,104,6,7
5912,04/02/2024 22:00,64,1,3
5913,06/02/2024 21:00,90,2,2
5914,14/03/2024 00:00,158,4,6
5915,12/01/2024 07:00,95,6,3
5916,04/03/2024 10:00,64,1,1
5917,22/02/2024 00:00,168,5,10
5918,14/03/2024 13:00,86,4,1
